timestamp x y z
1320.0 -0.2288280000000001 -0.14443 0.9453219999999999
1321.0 -0.229952 -0.149009 0.9442149999999999
1322.0 -0.2310760000000001 -0.153588 0.9431069999999999
1323.0 -0.23220100000000002 -0.158166 0.942
1324.0 -0.233325 -0.162745 0.940893
1325.0 -0.234449 -0.167324 0.939785
1326.0 -0.23557399999999998 -0.171902 0.938678
1327.0 -0.236698 -0.176481 0.9375709999999999
1328.0 -0.23782199999999998 -0.181059 0.9364629999999999
1329.0 -0.238947 -0.185638 0.935356
1330.0 -0.240071 -0.190217 0.934249
1331.0 -0.241195 -0.194795 0.933141
1332.0 -0.24231999999999998 -0.199374 0.932034
1333.0 -0.243444 -0.203953 0.9309270000000001
1334.0 -0.24456799999999998 -0.208531 0.9298190000000001
1335.0 -0.245693 -0.21311 0.9287120000000001
1336.0 -0.246817 -0.217689 0.9276049999999999
1337.0 -0.247941 -0.22226700000000002 0.9264969999999999
1338.0 -0.24906599999999998 -0.226846 0.9253899999999999
1339.0 -0.25019 -0.231425 0.9242819999999999
1340.0 -0.251314 -0.23600300000000002 0.923175
1341.0 -0.252438 -0.24058200000000002 0.922068
1342.0 -0.25356300000000004 -0.24516100000000002 0.92096
1343.0 -0.254687 -0.249739 0.919853
1344.0 -0.255811 -0.254318 0.918746
1345.0 -0.256936 -0.258897 0.917638
1346.0 -0.25806 -0.263475 0.916531
1347.0 -0.259184 -0.268054 0.915424
1348.0 -0.260309 -0.272633 0.914316
1349.0 -0.26143299999999997 -0.277211 0.913209
1350.0 -0.26255700000000004 -0.28179 0.9121020000000001
1351.0 -0.263682 -0.28636799999999996 0.9109940000000001
1352.0 -0.264806 -0.29094699999999996 0.9098870000000001
1353.0 -0.26593 -0.295526 0.9087790000000001
1354.0 -0.26705500000000004 -0.300104 0.9076719999999999
1355.0 -0.268179 -0.304683 0.906565
1356.0 -0.269303 -0.309262 0.905457
1357.0 -0.270428 -0.31384 0.90435
1358.0 -0.271552 -0.318419 0.903243
1359.0 -0.27267600000000003 -0.322998 0.902135
1360.0 -0.2738 -0.32757600000000003 0.901028
1361.0 -0.273472 -0.329963 0.90089
1362.0 -0.27217199999999997 -0.329 0.899652
1363.0 -0.273077 -0.32829 0.9002469999999999
1364.0 -0.272094 -0.328903 0.899526
1365.0 -0.273095 -0.32808000000000004 0.8996049999999999
1366.0 -0.273257 -0.327522 0.8999969999999999
1367.0 -0.27217199999999997 -0.326814 0.9011120000000001
1368.0 -0.27337 -0.327438 0.89938
1369.0 -0.273367 -0.32695 0.9000030000000001
1370.0 -0.27328800000000003 -0.326849 0.9016790000000001
1371.0 -0.271226 -0.32521500000000003 0.9005479999999999
1372.0 -0.27358699999999997 -0.325253 0.9005920000000001
1373.0 -0.272685 -0.325827 0.8994469999999999
1374.0 -0.272409 -0.325974 0.902869
1375.0 -0.271404 -0.32552800000000004 0.900231
1376.0 -0.27314499999999997 -0.32545 0.901025
1377.0 -0.271383 -0.324509 0.900167
1378.0 -0.273754 -0.326921 0.9015559999999999
1379.0 -0.273764 -0.32597800000000005 0.9010870000000001
1380.0 -0.27279899999999996 -0.32503000000000004 0.900149
1381.0 -0.2737 -0.32545599999999997 0.9005610000000001
1382.0 -0.273773 -0.32507199999999997 0.901077
1383.0 -0.273592 -0.32636 0.899666
1384.0 -0.271878 -0.32444 0.900351
1385.0 -0.272721 -0.32311999999999996 0.901019
1386.0 -0.272582 -0.32553499999999996 0.903186
1387.0 -0.271416 -0.324305 0.899892
1388.0 -0.272335 -0.323648 0.902058
1389.0 -0.272957 -0.323886 0.9019309999999999
1390.0 -0.272942 -0.324509 0.9016540000000001
1391.0 -0.271322 -0.323367 0.9014780000000001
1392.0 -0.27323200000000003 -0.32483 0.899135
1393.0 -0.27409 -0.322733 0.9012389999999999
1394.0 -0.27016 -0.32325 0.905739
1395.0 -0.273573 -0.322822 0.900741
1396.0 -0.271029 -0.324363 0.9038309999999999
1397.0 -0.27411599999999997 -0.321141 0.901767
1398.0 -0.27153 -0.322304 0.8991629999999999
1399.0 -0.269769 -0.320343 0.907243
1400.0 -0.27184 -0.32054299999999997 0.902565
1401.0 -0.27221799999999996 -0.321482 0.9010969999999999
1402.0 -0.272208 -0.323901 0.898977
1403.0 -0.271386 -0.321932 0.903429
1404.0 -0.271944 -0.322483 0.901682
1405.0 -0.271766 -0.320283 0.903417
1406.0 -0.27187100000000003 -0.320914 0.9029010000000001
1407.0 -0.27235 -0.320894 0.9024120000000001
1408.0 -0.271032 -0.321075 0.902726
1409.0 -0.27219499999999996 -0.32109099999999996 0.901718
1410.0 -0.271255 -0.320695 0.902826
1411.0 -0.272167 -0.329367 0.9041469999999999
1412.0 -0.272726 -0.30302199999999996 0.903432
1413.0 -0.275961 -0.26546 0.92085
1414.0 -0.275568 -0.274115 0.917342
1415.0 -0.27752899999999997 -0.27363699999999996 0.916491
1416.0 -0.276204 -0.27325900000000003 0.9150379999999999
1417.0 -0.27758299999999997 -0.27373800000000004 0.9174770000000001
1418.0 -0.275221 -0.272793 0.9168959999999999
1419.0 -0.276674 -0.272748 0.91745
1420.0 -0.27716599999999997 -0.274185 0.917431
1421.0 -0.275793 -0.25808400000000004 0.9202959999999999
1422.0 -0.28424099999999997 -0.23465 0.9245620000000001
1423.0 -0.28718899999999997 -0.228775 0.925056
1424.0 -0.285179 -0.220073 0.9265129999999999
1425.0 -0.29284499999999997 -0.204283 0.936055
1426.0 -0.280937 -0.195179 0.936384
1427.0 -0.278999 -0.194627 0.9359940000000001
1428.0 -0.277632 -0.19308499999999998 0.936815
1429.0 -0.27684000000000003 -0.19053599999999998 0.9382020000000001
1430.0 -0.277143 -0.188802 0.9401430000000001
1431.0 -0.276597 -0.18917799999999999 0.9378479999999999
1432.0 -0.278079 -0.189255 0.940465
1433.0 -0.277801 -0.191467 0.9372209999999999
1434.0 -0.27734899999999996 -0.190643 0.939011
1435.0 -0.277328 -0.18998099999999998 0.937887
1436.0 -0.277384 -0.189548 0.937414
1437.0 -0.27879299999999996 -0.190933 0.9381709999999999
1438.0 -0.277808 -0.190925 0.937624
1439.0 -0.277887 -0.19172999999999998 0.938945
1440.0 -0.27710500000000005 -0.189667 0.938175
1441.0 -0.276855 -0.18967 0.9386899999999999
1442.0 -0.27805799999999997 -0.189916 0.93745
1443.0 -0.277353 -0.189923 0.9379620000000001
1444.0 -0.277861 -0.190199 0.938185
1445.0 -0.277248 -0.189048 0.936951
1446.0 -0.278038 -0.189076 0.93896
1447.0 -0.277413 -0.190943 0.9369559999999999
1448.0 -0.27978600000000003 -0.198471 0.9338360000000001
1449.0 -0.276377 -0.189656 0.9388629999999999
1450.0 -0.277229 -0.188054 0.9380040000000001
1451.0 -0.276647 -0.18917799999999999 0.9386209999999999
1452.0 -0.276392 -0.188687 0.939586
1453.0 -0.27501 -0.18771 0.9384540000000001
1454.0 -0.27652 -0.185745 0.9409270000000001
1455.0 -0.275445 -0.188282 0.937414
1456.0 -0.275382 -0.18778399999999998 0.938033
1457.0 -0.276663 -0.18868800000000002 0.938694
1458.0 -0.275068 -0.188247 0.940672
1459.0 -0.275375 -0.188547 0.9376959999999999
1460.0 -0.275909 -0.18869 0.938275
1461.0 -0.275462 -0.18869 0.9382780000000001
1462.0 -0.274903 -0.189164 0.938249
1463.0 -0.276361 -0.188199 0.9387059999999999
1464.0 -0.275892 -0.188171 0.940091
1465.0 -0.275434 -0.188703 0.9392370000000001
1466.0 -0.275873 -0.18825999999999998 0.939683
1467.0 -0.274916 -0.187394 0.9386760000000001
1468.0 -0.275735 -0.18726800000000002 0.939628
1469.0 -0.275829 -0.18845699999999999 0.939318
1470.0 -0.275416 -0.188505 0.9394379999999999
1471.0 -0.275532 -0.187117 0.9395040000000001
1472.0 -0.27677399999999996 -0.188799 0.9395610000000001
1473.0 -0.275545 -0.188675 0.9393389999999999
1474.0 -0.274041 -0.189329 0.9369850000000001
1475.0 -0.27574899999999997 -0.188187 0.9401649999999999
1476.0 -0.275553 -0.18805 0.938106
1477.0 -0.276179 -0.18801400000000001 0.938217
1478.0 -0.275857 -0.18770699999999998 0.9389959999999999
1479.0 -0.273943 -0.18721 0.9390649999999999
1480.0 -0.27419499999999997 -0.189163 0.939232
1481.0 -0.275147 -0.188194 0.938716
1482.0 -0.27469499999999997 -0.188418 0.9397559999999999
1483.0 -0.27475 -0.188019 0.9390040000000001
1484.0 -0.275357 -0.18721 0.9406610000000001
1485.0 -0.2755 -0.18770799999999999 0.9384120000000001
1486.0 -0.274645 -0.187704 0.939045
1487.0 -0.276219 -0.187387 0.939184
1488.0 -0.274866 -0.188526 0.9379350000000001
1489.0 -0.27634899999999996 -0.187448 0.9372790000000001
1490.0 -0.27484200000000003 -0.187088 0.9412780000000001
1491.0 -0.275891 -0.186831 0.938981
1492.0 -0.274992 -0.187583 0.938335
1493.0 -0.27408699999999997 -0.187698 0.940066
1494.0 -0.274838 -0.185868 0.9375450000000001
1495.0 -0.274933 -0.188136 0.9396969999999999
1496.0 -0.273572 -0.18776700000000002 0.9397260000000001
1497.0 -0.274468 -0.187725 0.938735
1498.0 -0.275435 -0.18817799999999998 0.9406030000000001
1499.0 -0.274918 -0.187698 0.939209
1500.0 -0.273981 -0.188174 0.9396610000000001
1501.0 -0.273121 -0.18670799999999999 0.944594
1502.0 -0.276129 -0.173538 0.940307
1503.0 -0.277237 -0.16664 0.946961
1504.0 -0.273658 -0.142316 0.95178
1505.0 -0.276048 -0.1433 0.9506319999999999
1506.0 -0.275937 -0.143741 0.946225
1507.0 -0.278333 -0.144952 0.946585
1508.0 -0.278095 -0.145478 0.945991
1509.0 -0.27822600000000003 -0.145706 0.946003
1510.0 -0.278109 -0.145352 0.9467059999999999
1511.0 -0.277593 -0.145545 0.9452379999999999
1512.0 -0.27731500000000003 -0.146004 0.946816
1513.0 -0.276361 -0.145227 0.9454530000000001
1514.0 -0.277124 -0.145706 0.946176
1515.0 -0.276352 -0.146727 0.945383
1516.0 -0.27733800000000003 -0.146695 0.944924
1517.0 -0.276619 -0.145947 0.945433
1518.0 -0.27557800000000005 -0.151557 0.944815
1519.0 -0.275351 -0.148418 0.944534
1520.0 -0.27617800000000003 -0.148291 0.947947
1521.0 -0.273953 -0.149311 0.9442139999999999
1522.0 -0.27505799999999997 -0.148203 0.9466870000000001
1523.0 -0.27565 -0.148796 0.9461129999999999
1524.0 -0.276283 -0.1488 0.94544
1525.0 -0.274018 -0.14915499999999998 0.947622
1526.0 -0.274564 -0.14840799999999998 0.9474809999999999
1527.0 -0.27420500000000003 -0.15102100000000002 0.9475620000000001
1528.0 -0.27344 -0.14715599999999998 0.945478
1529.0 -0.273584 -0.14841300000000002 0.9457040000000001
1530.0 -0.275174 -0.148802 0.946426
1531.0 -0.274339 -0.149111 0.945729
1532.0 -0.275328 -0.146668 0.9479479999999999
1533.0 -0.274636 -0.14896099999999998 0.946783
1534.0 -0.27468000000000004 -0.14866 0.9483809999999999
1535.0 -0.27512800000000004 -0.149147 0.945484
1536.0 -0.274644 -0.149094 0.94594
1537.0 -0.273212 -0.148144 0.9459879999999999
1538.0 -0.273196 -0.149121 0.9464600000000001
1539.0 -0.27468899999999996 -0.148672 0.9464670000000001
1540.0 -0.273779 -0.148056 0.947883
1541.0 -0.274109 -0.148085 0.9445979999999999
1542.0 -0.273857 -0.149109 0.947982
1543.0 -0.27448 -0.14799500000000002 0.947061
1544.0 -0.27408699999999997 -0.147815 0.945566
1545.0 -0.27419499999999997 -0.147931 0.94647
1546.0 -0.273827 -0.149109 0.946994
1547.0 -0.274217 -0.148741 0.9480370000000001
1548.0 -0.274231 -0.148001 0.948263
1549.0 -0.274071 -0.147992 0.9471430000000001
1550.0 -0.273331 -0.14813199999999999 0.946651
1551.0 -0.275177 -0.14896099999999998 0.946767
1552.0 -0.273837 -0.147757 0.9456760000000001
1553.0 -0.275376 -0.1493 0.947009
1554.0 -0.272805 -0.148202 0.946823
1555.0 -0.27568000000000004 -0.152085 0.949483
1556.0 -0.273489 -0.147387 0.94721
1557.0 -0.27420900000000004 -0.148599 0.947469
1558.0 -0.273674 -0.148621 0.9461799999999999
1559.0 -0.27423600000000004 -0.14790999999999999 0.946183
1560.0 -0.274399 -0.14715599999999998 0.946378
1561.0 -0.27394 -0.14813199999999999 0.9477120000000001
1562.0 -0.274173 -0.14890899999999999 0.945083
1563.0 -0.274623 -0.146507 0.9488969999999999
1564.0 -0.27269099999999996 -0.147955 0.9447540000000001
1565.0 -0.2739 -0.146988 0.947584
1566.0 -0.275365 -0.14895799999999998 0.9483010000000001
1567.0 -0.273468 -0.144433 0.9447780000000001
1568.0 -0.274186 -0.147999 0.9480870000000001
1569.0 -0.27418899999999996 -0.147387 0.9461959999999999
1570.0 -0.274075 -0.148411 0.945515
1571.0 -0.273987 -0.147833 0.945672
1572.0 -0.27026300000000003 -0.146809 0.947584
1573.0 -0.272098 -0.146754 0.947714
1574.0 -0.27369699999999997 -0.149059 0.9459690000000001
1575.0 -0.273355 -0.14662999999999998 0.9475450000000001
1576.0 -0.27424 -0.148504 0.9465319999999999
1577.0 -0.273217 -0.148596 0.9454469999999999
1578.0 -0.274704 -0.14765899999999998 0.9479069999999999
1579.0 -0.274235 -0.148621 0.947889
1580.0 -0.274694 -0.148587 0.947892
1581.0 -0.27520300000000003 -0.148662 0.948909
1582.0 -0.273725 -0.14818399999999998 0.943614
1583.0 -0.27478400000000003 -0.14773499999999998 0.947109
1584.0 -0.27270500000000003 -0.14721800000000002 0.9455110000000001
1585.0 -0.274 -0.146595 0.9463799999999999
1586.0 -0.274571 -0.146266 0.9449799999999999
1587.0 -0.27526 -0.146858 0.946034
1588.0 -0.2742 -0.147264 0.946442
1589.0 -0.27361199999999997 -0.146544 0.947681
1590.0 -0.273059 -0.14715599999999998 0.9456389999999999
1591.0 -0.27524699999999996 -0.147497 0.947934
1592.0 -0.273019 -0.147644 0.9446829999999999
1593.0 -0.27437 -0.14672000000000002 0.9484379999999999
1594.0 -0.274188 -0.147552 0.946267
1595.0 -0.272949 -0.146668 0.946326
1596.0 -0.273671 -0.144506 0.946891
1597.0 -0.273702 -0.14619200000000002 0.947189
1598.0 -0.273499 -0.143922 0.943156
1599.0 -0.27369699999999997 -0.147581 0.945709
1600.0 -0.274934 -0.147572 0.9483010000000001
1601.0 -0.27484699999999995 -0.148215 0.9445
1602.0 -0.269848 -0.152995 0.949177
1603.0 -0.269318 -0.152625 0.9473379999999999
1604.0 -0.26994 -0.152841 0.946852
1605.0 -0.268156 -0.155775 0.946759
1606.0 -0.265129 -0.165695 0.9458340000000001
1607.0 -0.258497 -0.148128 0.95052
1608.0 -0.261206 -0.14689100000000002 0.950253
1609.0 -0.268366 -0.138269 0.947053
1610.0 -0.268304 -0.140125 0.9504459999999999
1611.0 -0.26927399999999996 -0.13960999999999998 0.950075
1612.0 -0.268538 -0.139759 0.9497479999999999
1613.0 -0.27018600000000004 -0.13742100000000002 0.948947
1614.0 -0.269852 -0.138811 0.94886
1615.0 -0.268994 -0.13885899999999998 0.950892
1616.0 -0.269833 -0.139807 0.947993
1617.0 -0.269393 -0.139782 0.948485
1618.0 -0.268935 -0.140132 0.952694
1619.0 -0.269438 -0.13884100000000002 0.9497770000000001
1620.0 -0.26800799999999997 -0.139328 0.948681
1621.0 -0.269355 -0.139219 0.9499360000000001
1622.0 -0.268834 -0.13884000000000002 0.948975
1623.0 -0.269389 -0.139655 0.949205
1624.0 -0.268906 -0.139426 0.949463
1625.0 -0.267929 -0.138728 0.949101
1626.0 -0.268679 -0.13884000000000002 0.9496969999999999
1627.0 -0.26807800000000004 -0.13890999999999998 0.9496049999999999
1628.0 -0.269142 -0.138296 0.9511059999999999
1629.0 -0.268896 -0.139809 0.948817
1630.0 -0.26842699999999997 -0.13866199999999998 0.949774
1631.0 -0.268803 -0.138543 0.9492459999999999
1632.0 -0.269948 -0.138905 0.9492280000000001
1633.0 -0.268397 -0.138324 0.9494360000000001
1634.0 -0.26914099999999996 -0.13884200000000002 0.948722
1635.0 -0.268185 -0.13831500000000002 0.9504389999999999
1636.0 -0.268499 -0.139605 0.950169
1637.0 -0.26802 -0.139328 0.9491809999999999
1638.0 -0.268423 -0.139206 0.949341
1639.0 -0.268252 -0.13835899999999998 0.949468
1640.0 -0.26760900000000004 -0.138351 0.948534
1641.0 -0.26776700000000003 -0.139536 0.951775
1642.0 -0.269187 -0.136804 0.9497969999999999
1643.0 -0.266701 -0.138716 0.948652
1644.0 -0.26855 -0.13863499999999998 0.9505389999999999
1645.0 -0.26874000000000003 -0.139236 0.950034
1646.0 -0.268144 -0.138688 0.9486479999999999
1647.0 -0.268349 -0.138351 0.9492719999999999
1648.0 -0.26700799999999997 -0.138351 0.949255
1649.0 -0.267963 -0.13880599999999998 0.949023
1650.0 -0.268887 -0.13791099999999998 0.950354
1651.0 -0.267447 -0.13883399999999999 0.9490219999999999
1652.0 -0.266997 -0.138351 0.950951
1653.0 -0.268467 -0.13976 0.9509270000000001
1654.0 -0.26793 -0.138381 0.948102
1655.0 -0.268287 -0.13884000000000002 0.948893
1656.0 -0.268461 -0.138351 0.951298
1657.0 -0.268903 -0.138766 0.9493149999999999
1658.0 -0.26710700000000004 -0.13973 0.948357
1659.0 -0.26802600000000004 -0.138546 0.949084
1660.0 -0.26853899999999997 -0.13871 0.948968
1661.0 -0.268532 -0.13823 0.948731
1662.0 -0.268057 -0.140166 0.949125
1663.0 -0.268135 -0.13904 0.949528
1664.0 -0.267964 -0.139337 0.9507639999999999
1665.0 -0.26810900000000004 -0.138071 0.9496469999999999
1666.0 -0.268417 -0.139145 0.9492799999999999
1667.0 -0.26900599999999997 -0.139896 0.9484090000000001
1668.0 -0.26856199999999997 -0.138977 0.9493299999999999
1669.0 -0.268426 -0.13884000000000002 0.949533
1670.0 -0.268206 -0.138351 0.9504389999999999
1671.0 -0.26771799999999996 -0.139125 0.948989
1672.0 -0.266931 -0.139119 0.9481149999999999
1673.0 -0.268469 -0.138336 0.951984
1674.0 -0.26807600000000004 -0.139017 0.9497399999999999
1675.0 -0.26776500000000003 -0.138676 0.949154
1676.0 -0.268271 -0.139328 0.950953
1677.0 -0.268054 -0.138351 0.948633
1678.0 -0.26900599999999997 -0.13884000000000002 0.9492290000000001
1679.0 -0.26759 -0.137863 0.949225
1680.0 -0.268251 -0.138744 0.9506379999999999
1681.0 -0.26862800000000003 -0.139066 0.948492
1682.0 -0.267879 -0.137453 0.950773
1683.0 -0.268352 -0.138907 0.9495319999999999
1684.0 -0.269279 -0.13884000000000002 0.948574
1685.0 -0.266533 -0.137415 0.9504299999999999
1686.0 -0.267876 -0.137889 0.9494030000000001
1687.0 -0.26744 -0.138851 0.9489879999999999
1688.0 -0.26700300000000005 -0.13884000000000002 0.949945
1689.0 -0.26752 -0.136926 0.951845
1690.0 -0.265524 -0.139292 0.949523
1691.0 -0.267019 -0.139381 0.9499290000000001
1692.0 -0.267798 -0.138487 0.949616
1693.0 -0.266931 -0.137517 0.9509489999999999
1694.0 -0.266689 -0.137965 0.9500629999999999
1695.0 -0.267944 -0.140423 0.9500850000000001
1696.0 -0.267316 -0.139545 0.9501879999999999
1697.0 -0.26631 -0.13819700000000001 0.950326
1698.0 -0.266812 -0.138677 0.950145
1699.0 -0.266073 -0.13755 0.9512079999999999
1700.0 -0.26814899999999997 -0.13757 0.9502440000000001
1701.0 -0.26664899999999997 -0.13660999999999998 0.950684
1702.0 -0.26700799999999997 -0.137211 0.9493280000000001
1703.0 -0.266773 -0.13736800000000002 0.950958
1704.0 -0.267977 -0.137375 0.951175
1705.0 -0.26425 -0.137596 0.949255
1706.0 -0.266377 -0.136238 0.9518120000000001
1707.0 -0.266813 -0.138054 0.9512440000000001
1708.0 -0.267676 -0.138465 0.949781
1709.0 -0.267125 -0.137863 0.951081
1710.0 -0.26649 -0.13688699999999998 0.950306
1711.0 -0.266298 -0.137037 0.9501430000000001
1712.0 -0.267307 -0.138076 0.9494819999999999
1713.0 -0.26721500000000004 -0.137499 0.9502139999999999
1714.0 -0.266613 -0.137363 0.951443
1715.0 -0.26649 -0.13811199999999998 0.950233
1716.0 -0.266886 -0.13861800000000002 0.949786
1717.0 -0.267487 -0.136302 0.950943
1718.0 -0.265944 -0.1355 0.9515110000000001
1719.0 -0.266968 -0.135916 0.949994
1720.0 -0.266013 -0.136874 0.951462
1721.0 -0.266027 -0.136408 0.950485
1722.0 -0.26603499999999997 -0.137346 0.950426
1723.0 -0.266908 -0.13688499999999998 0.950991
1724.0 -0.266025 -0.137128 0.951202
1725.0 -0.265797 -0.136383 0.952355
1726.0 -0.26590199999999997 -0.137181 0.950284
1727.0 -0.26623800000000003 -0.136356 0.950815
1728.0 -0.265373 -0.13761099999999998 0.948917
1729.0 -0.266691 -0.13702999999999999 0.950623
1730.0 -0.265678 -0.13736500000000001 0.949996
1731.0 -0.2669 -0.137482 0.9507639999999999
1732.0 -0.266462 -0.13688699999999998 0.94894
1733.0 -0.266015 -0.137103 0.950749
1734.0 -0.264775 -0.13613599999999998 0.950268
1735.0 -0.26579899999999995 -0.137129 0.9517110000000001
1736.0 -0.266985 -0.138406 0.94809
1737.0 -0.265138 -0.136668 0.9516379999999999
1738.0 -0.267944 -0.136704 0.949774
1739.0 -0.265389 -0.13572599999999999 0.951147
1740.0 -0.26550300000000004 -0.136398 0.9495239999999999
1741.0 -0.267024 -0.136822 0.949456
1742.0 -0.266081 -0.13763499999999998 0.9498559999999999
1743.0 -0.266837 -0.137251 0.9498540000000001
1744.0 -0.26698 -0.137569 0.950664
1745.0 -0.265017 -0.137587 0.950103
1746.0 -0.26567199999999996 -0.13681 0.9504959999999999
1747.0 -0.266642 -0.138652 0.949499
1748.0 -0.266971 -0.136817 0.9523010000000001
1749.0 -0.26456 -0.136418 0.949993
1750.0 -0.267442 -0.13688699999999998 0.9513879999999999
1751.0 -0.265965 -0.13736900000000002 0.949026
1752.0 -0.265024 -0.13688699999999998 0.9500209999999999
1753.0 -0.266 -0.13830499999999998 0.9495540000000001
1754.0 -0.266886 -0.136398 0.9512879999999999
1755.0 -0.266372 -0.137863 0.949557
1756.0 -0.266556 -0.137802 0.95047
1757.0 -0.265505 -0.137375 0.950089
1758.0 -0.266102 -0.136874 0.950799
1759.0 -0.26623 -0.13698 0.951349
1760.0 -0.264619 -0.137495 0.948694
